createdat,createdby,modifiedat,modifiedby,codigo,subnumero,serieactivo,descripcion,claseactivo_codigo,claseactivosap,centrocosto_codigo,fechainciodepreciacion,fechafindepreciacion,valorcompra,escenario,historico,fechacapitalizacion,moneda_code,bloqueouser,bloqueoadmin
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100190,0,"",FP2019-011 DISCO DURO IT,4001,,1111100003,,,0.0000,1,t,2019-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60101389,0,"",PP2025_040 FortiSwitch-124G Holding,4001,,1113000007,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,100000162,0,"",LOCKER DE 4 PUERTAS,3000,,1131200002,,,11093.3100,1,t,2022-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100099,0,"","ROSTIZADOR,COMODATO, VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,120100294,0,"",ESCANER INALAMBRICO,3220,,1113000002,,,16318.9300,1,t,2020-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100100,0,"","SILO/ABA, ALMACENAMIENTO DE GRANOS",4001,,1132000002,,,0.0000,1,t,2019-01-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100125,0,"","FREEZERS N°44-5, COMODATO,VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100126,0,"","2 TELEVISORES 32"", ADMON/SEG",4001,,1111100004,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,80001369,0,HL90870161,LAVADORA WHIRLPOOL DE 46.2 LBS/11 CICLOS,2000,,1123103001,,,12075.0000,1,t,2019-09-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000142,0,1AAC-AS-12CR2FUL,AIRE ACONDICIONADO MINI SPLIT CONFORSTAR,3000,,1131800001,,,6800.0000,1,t,2019-12-01,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000211,0,601717,"TERMOHIGROMETRO DIGITAL, TEMEPRATURA 0°C A 60°C /",3000,,1133000001,,,0.0000,1,t,2024-12-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000220,0,"",TALADRO INALAMBRICO MAKITA FP2025-054,3000,,1123900002,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000221,0,"",ESMERIL INALAMBRICO MAKITA DGA455ZX06 4.1/2 8500PM,3000,,1123900002,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000222,0,"",SISTEMA DE DESCARGA DE SOYA/OBRACIVIL,3000,,1132000002,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100000223,0,"",SISTEMA DE DESCARGA DE SOYA / MAQUINARIA Y EQUIPO,3000,,1132000002,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100016,0,MOB-001562,"AIRE ACONDICIONADO COMFORT STAR, COLOR AZUL CON BE",3020,,1111100002,,,1.0000,1,t,2018-02-28,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100103,0,MYE10109-00761,UNIDAD ACONDICIONADORA COMFORTSTAR 12K 12BTU AAC-A,3020,,1111300003,,,8544.0100,1,t,2014-03-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100137,0,MYE10109-00762,UNIDAD ACONDICIONADORA COMFORTSTAR 18K 18BTU C1012,3020,,1111100003,,,12282.0000,1,t,2014-02-28,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100145,0,MYE10109-00871,UNIDAD DE AIRE ACONDICIONADO 18K 15SEER 1AAC-AS-18,3020,,1111300001,,,13059.1400,1,t,2016-05-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100413,0,"",AIRE ACONDICIONADO BTU SALA VENTA,3020,,1112330001,,,30098.9500,1,t,2018-04-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100808,0,LS24D366GANX,MONITOR SAMSUNG 24 FHD CURBED LS24D366,3020,,1111200006,,,0.0000,1,t,2025-05-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100812,0,XAGZC05086,IMPRESORA MULTIFUNCIONAL EPSON ECOTANK L3250 C11CJ,3020,,1112330002,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100814,0,"",IMPRESORA EPSON TERMICA TM-T88V-084 USB-SERIAL C31,3020,,1113000007,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100816,0,"","MONITOR SAMSUNG 27"" CURVO HDMI/VGA S27D366GANX",3020,,1111100001,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100824,0,"",LAPTOP DELL LATTITUDE 5450 SERIE: DQDMN74,3020,,1111200001,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100825,0,"",UPS 1500VA APC PRO 120V BX1500M-LM60,3020,,1112330001,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100826,0,"",FAP-221EA: INDOOR WIRELESS SP+3,3020,,1111100003,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,100100828,0,"","MONITOR SAMSUNG 27"" CURVO HDMI/VGA S27D366GANX Y A",3020,,1112310001,,,0.0000,1,t,2025-06-30,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,120800003,0,MYE10109-00756,CAMILLA GINECOLOGICA COMPLETA,3520,,1111300003,,,10659.5000,1,t,2014-01-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,130000199,0,53103088593000352,CONGELADOR HORIZONTAL 2 PUERTAS DE 25 PIES,3920,,1112100002,,,22894.2000,1,t,2022-07-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100624,0,"",FP2021_034_07 CAMARA VERT 22P SVPS,4001,,1112330004,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,130000275,0,53103123365000036,CONGELADOR HORIZONTAL 25 PIES 2 PUERTAS / SERIE:,3920,,1112100002,,,0.0000,1,t,2024-07-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,130000276,0,53103123365000041,CONGELADOR HORIZONTAL 25 PIES 2 PUERTAS / SERIE: B,3920,,1112100002,,,0.0000,1,t,2024-07-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,130000277,0,53103123365000034,CONGELADOR HORIZONTAL 25 PIES 2 PUERTAS / SERIE: B,3920,,1112100002,,,0.0000,1,t,2024-07-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-07-25 17:05:07.585,DGOMEZADM,130000278,0,53103118131000296,CONGELADOR HORIZONTAL 25 PIES 2 PUERTAS / SERIE: B,3920,,1112100002,,,0.0000,1,t,2024-07-31,HNL,t,t
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100101,0,"",2 COMPUTADORAS D ESCRITORIO CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100102,0,"","MONITOR DEL 18.5"", CDTGU/CADSUM",4001,,1113000002,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100103,0,"",LECTOR DE CODIGOS DE BARRA CDSPS/CADSUM,4001,,1113000001,,,0.0000,1,t,2018-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100104,0,"",LECTOR DE CODIGOS DE BARRA CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2018-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100105,0,"",COSTURADORA PORTATIL CDSPS/CADSUM,4001,,1113000001,,,0.0000,1,t,2018-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100107,0,"",ESCRITORIO EJECUTIVO G.FINANC CONT/ADMON,4001,,1111200001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100108,0,"",COMPUTADORA DE ESCRITORIO CONT/ADMON,4001,,1111200001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100109,0,"",IMPRESORA MATRICIAL CONT/ADMON,4001,,1111200001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100110,0,"",SILLA SEMIEJECUTIVA PF/ADMON,4001,,1111200002,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100111,0,"",2 SILLAS SEMI EJECUTIVAS CONT/ADMON,4001,,1111200001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100112,0,"",ESCRITORIO + PEDESTAL TAVI/GE,4001,,1123900001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100113,0,"",AIRE ACONDICIONADO TAVI/GE,4001,,1123900001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100114,0,"",AIRE ACONDICIONADO CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100115,0,"",HIDROLAVADORA MANT/DIST.,4001,,1140000002,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100117,0,"",ESCALERA DE 10 PIES MANT/DIST.,4001,,1140000002,,,0.0000,1,t,2018-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100118,0,"",MOTOR SUMERGIBLE 5 HP PBEN/PP,4001,,1131100001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100119,0,"",MAQUINA LAVADORA A PRESION PBEN/PP,4001,,1131100001,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100120,0,"",EQUIPO EVAL. HUEVO FERTIL CLAFDES/REP,4001,,1121299001,,,0.0000,1,t,2019-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100121,0,"","FREEZERS N°44-1, COMODATO,VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100122,0,"","FREEZERS N°44-2, COMODATO,VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100123,0,"","FREEZERS N°44-3, COMODATO,VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100124,0,"","FREEZERS N°44-4, COMODATO,VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100435,0,"",PP2020_035 GPS LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2020-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100964,0,"",FP2023_128 PULIDORA SVL/CL,4001,,1112330001,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100890,0,"",FP2023_059 PISTOLA CLOACA PP,4001,,1131100001,,,0.0000,1,t,2023-08-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,120600159,0,"",CAMARA DE SEGURIDAD,3420,,1113000007,,,2828.9800,1,t,2021-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60101133,0,"",ANULADO,4001,,1112100001,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100306,0,"",FP2019_056_4 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100127,0,"","SILLA SEMIEJECUTIVA, GERENCIA CADSUM/CDT",4001,,1113000002,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100128,0,"","CONGELADOR 20"" COMODATO, COMER-VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100129,0,"","CONGELADOR 20"" COMODATO, COMER-VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100116,0,"",ESCALERA DE 28 PIES MANT/DIST.,4001,,1140000002,,,0.0000,1,t,2018-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100130,0,"","CONGELADOR 20"" COMODATO, COMER-VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100131,0,"","CONGELADOR 20"" COMODATO, COMER-VTAS/TGU",4001,,1112100001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100132,0,"","COMPRESOR USADO, CADSUM/CDTGU",4001,,1113000002,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100133,0,"","CAMARA DE VIDEO, CADSUM/ CDTGU",4001,,1113000002,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100134,0,"","GPS (VEH. ALEJANDRO GUERRERO, TAVI/GE",4001,,1123900001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100135,0,"","GPS (VEH. NOEL RODRIGUEZ, AGP/GE",4001,,1123900003,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100136,0,"","GPS (VEH. MIGUEL VARELA, TAVI/GE",4001,,1123900001,,,0.0000,1,t,2018-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100137,0,"",FP2019-001 CAMARAS D SEG. COMER-V/TGU,4001,,1112330001,,,0.0000,1,t,2019-01-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100280,0,"",FP2019_053 ANDEN P/CHILER CLLP/PPP,4001,,1131900001,,,0.0000,1,t,2019-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100281,0,"",PP2019_003 CHILER DE MDO RYE/PPP,4001,,1131100002,,,0.0000,1,t,2020-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100283,0,"",FP2019_054 CISTERNA P/AGUA EP/DIST,4001,,1140000001,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100284,0,"",FP2019_049 CAMIÓN LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2019-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100285,0,"",FP2019_048 CAJÓN DE CAMÓN LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2019-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100293,0,"",PP2019_013 SISTEMA DE SOYA MYM/PAB,4001,,1132000002,,,443755.6300,1,t,2022-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100294,0,"",PP2019_085 INST ELECT CONTENEDOR VTDTGU,4001,,1112100001,,,0.0000,1,t,2019-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100295,0,"",PP2019_035 FREEZER VTDTGU/COMER,4001,,1112100001,,,0.0000,1,t,2019-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100304,0,"",FP2019_056_2 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,20100001,0,EDF10101-00001,"TOTAL DE ACTIVOS ANTES DEL 1,999",1120,,1111100001,,,1977390.1300,1,t,1994-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100305,0,"",FP2019_056_3 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-09-04 14:35:23.3,DBULNES,2025-09-04 14:35:28.059,DBULNES,60101449,0,"",FP2025_098 Bioface control / Empaque,4001,,1131600001,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100307,0,"",FP2019_056_5 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100308,0,"",FP2019_056_6 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100309,0,"",FP2019_056_7 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100310,0,"",FP2019_056_8 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100311,0,"",FP2019_056_9 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100312,0,"",FP2019_056_10 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100313,0,"",FP2019_056_11 VENTILADORES PBEN/PPP,4001,,1131100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100314,0,"","FP2019_058 TV LED 50"" SV1/COMER",4001,,1112330001,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100315,0,"","FP2019_058 TV LED 50"" SV1/COMER",4001,,1112330001,,,0.0000,1,t,,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100316,0,"",FP2019_059 HIDROLAVADORA CLPP/PP,4001,,1131900001,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100317,0,"",FP2019_063 COMPUTADORA ESCRITORIO SEG/GG,4001,,1111100004,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100318,0,"",PP2019_162 A CAJON/COMOD; VTD-SPS/COMER,4001,,1112100002,,,0.0000,1,t,2020-01-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100319,0,"",PP2019_162 B THERMOK/COMD; VTD-SPS/COMER,4001,,1112100002,,,0.0000,1,t,2020-01-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100320,0,"",FP2019_060 PIST SUCC PULMONES PBEN/PP,4001,,1131100001,,,0.0000,1,t,2019-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100321,0,"",FP2019_061 PIST SUCC PULMONES PBEN/PP,4001,,1131100001,,,0.0000,1,t,2019-12-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100322,0,"",FP2019_057 HIDROLAVADORA CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100323,0,"",FP2019_068 COMPUT PORTATIL VTDTGU/COMER,4001,,1112100001,,,0.0000,1,t,2020-01-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100324,0,"",FP2019_067 CAMARA DE SEGURIDAD SEG/GG,4001,,1111100004,,,0.0000,1,t,2019-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100426,0,"",FP2020_014 IMPRESORA GG/ADMON,4001,,1111100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100427,0,"",FP2020_015 COMP PORTATIL VTD TGU/COMER,4001,,1112100001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100428,0,"",FP2020_016 COMP PORTATIL RRHH/ADMON,4001,,1111300001,,,0.0000,1,t,2020-03-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100429,0,"","FP2020_017 SILLA EJECUTIVA VTD,TGU/COMER",4001,,1112100001,,,0.0000,1,t,2020-03-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100430,0,"",FP2020_019 COMP PORTATIL TMK/COMER,4001,,1112400001,,,0.0000,1,t,2020-02-29,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100431,0,"",PP2020_010 CAMIÓN LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2020-10-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100432,0,"",PP2020_015 THERMOKING LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2020-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100433,0,"",PP2020_005 CARROCERIA REFRIG LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2020-09-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100434,0,"",PP2020_030 CAJA DE SEGURIDAD LOG/CADSUM,4001,,1113000004,,,0.0000,1,t,2020-11-30,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100436,0,"",FP2020_021 ESCANNER CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2020-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100437,0,"",FP2020_022 ESCANNER CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2020-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100438,0,"",FP2020_023 ESCANNER CDTGU/CADSUM,4001,,1113000002,,,0.0000,1,t,2020-05-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100443,0,"",FP2020_028 HIDROLAVADORA AUTOCS/CADSUM,4001,,1113000005,,,0.0000,1,t,2020-03-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100444,0,"",FP2020_029 COMPUTADORA PORTATIL GG,4001,,1111100001,,,0.0000,1,t,2020-03-31,HNL,f,f
2025-07-21 14:23:59.299,DEVELOPER,2025-09-04 14:35:28.059,DBULNES,60100445,0,"",FP2020_030 COMPUTADORA PORTATIL GG,4001,,1111100001,,,0.0000,1,t,2020-03-31,HNL,f,f
